rating,date,title,branch,neg,neu,pos
4,2014-11-28,Some thing to pass the time,Singapore,0,0,1
5,2014-11-27,Universal Studios Singapore,Singapore,0,0,1
3,2014-11-27,The main attraction is still under maintenance.,Singapore,0,0,1
4,2014-11-27,lots of fun,Singapore,0,0,1
4,2014-11-26,A great venue for family but bring either lots of cash or your own food,Singapore,0,0,1
3,2014-11-26,"Too crowded , but overall fine",Singapore,0,0,1
3,2014-11-26,Just can't compare it to LA!,Singapore,0,1,0
5,2014-11-26,"""SIMPLY….AWESOME""",Singapore,0,0,1
4,2014-11-26,Small and Sweet but can't finish in a day!,Singapore,0,0,1
4,2014-11-26,Make sure you get an express pass!,Singapore,0,0,1
5,2014-11-25,"Fun, Fun, Fun",Singapore,0,0,1
4,2014-11-25,Lights Camera Action......Hollywood @ Singapore !!,Singapore,0,0,1
4,2014-11-25,Awesome.,Singapore,0,0,1
5,2014-11-25,High Tech Compact Park,Singapore,0,0,1
4,2014-11-25,Fun Day!,Singapore,0,0,1
5,2014-11-25,Loved it going back,Singapore,0,0,1
4,2014-11-25,Fun -- wished have more time,Singapore,0,0,1
5,2014-11-24,Compact and fun,Singapore,0,0,1
4,2014-11-24,a place full of fun!,Singapore,0,0,1
4,2014-11-24,Day well spent,Singapore,0,0,1
4,2014-11-24,Few awesome rides but small...,Singapore,0,0,1
4,2014-11-23,Small but perfectly formed,Singapore,0,0,1
5,2014-11-22,Great for families,Singapore,0,0,1
5,2014-11-22,spare a DAY,Singapore,0,0,1
4,2014-11-22,Fun,Singapore,0,0,1
4,2014-11-22,Smaller than expected.,Singapore,0,0,1
5,2014-11-22,Yahooooooo!,Singapore,0,0,1
5,2014-11-22,Transformer Ride and Mummy Ride!,Singapore,0,0,1
5,2014-11-22,Must visit,Singapore,0,1,0
5,2014-11-21,Great Experience for a family day out,Singapore,0,0,1
5,2014-11-21,Fun and enjoyable,Singapore,0,0,1
3,2014-11-21,Decent Attraction but lacking,Singapore,0,0,1
4,2014-11-21,Rides n full ENTERTAINMENT,Singapore,0,0,1
3,2014-11-21,"A little rain and the outdoor rides stop! Some fun rides, though!",Singapore,0,0,1
4,2014-11-21,Excellent place for families.,Singapore,0,0,1
5,2014-11-20,"Fun, Fun, Fun",Singapore,0,0,1
5,2014-11-20,Such great fun.,Singapore,0,0,1
4,2014-11-20,Worth the money,Singapore,0,0,1
5,2014-11-19,Perfect for family,Singapore,0,0,1
5,2014-11-19,Universal the best,Singapore,0,0,1
4,2014-11-19,World Class Theme Park,Singapore,0,0,1
3,2014-11-19,Exciting trip to Universal Studio,Singapore,0,0,1
5,2014-11-18,Good Fun,Singapore,0,0,1
5,2014-11-18,amazing journey to had,Singapore,0,0,1
4,2014-11-18,One of the best amusement parks I have seen,Singapore,0,0,1
5,2014-11-18,So much more to explore,Singapore,0,0,1
5,2014-11-17,I love it,Singapore,0,0,1
4,2014-11-17,Compact Fun!,Singapore,0,0,1
4,2014-11-17,loved it!,Singapore,0,0,1
5,2014-11-17,Universal Studio Singapore Experience,Singapore,0,1,0
2,2014-11-17,poor,Singapore,0,1,0
5,2014-11-17,Kids loved it,Singapore,0,1,0
4,2014-11-17,Some interested place closed,Singapore,0,1,0
5,2014-11-17,Excellent,Singapore,0,1,0
4,2014-11-16,"Buy Tickets Online, Enter Park As Soon As It Opens",Singapore,0,0,1
5,2014-11-16,Great fun,Singapore,0,1,0
4,2014-11-16,Good fun but a bit small,Singapore,0,0,1
4,2014-11-16,Superb fun but for food,Singapore,0,0,1
4,2014-11-16,Amazing,Singapore,0,1,0
3,2014-11-16,Great for kids,Singapore,0,1,0
5,2014-11-15,Fun for everyone,Singapore,0,0,1
5,2014-11-15,Its more fun here,Singapore,0,0,1
4,2014-11-15,Great Place to visit in Singapore,Singapore,0,0,1
5,2014-11-15,A Day in really not enough!,Singapore,0,0,1
5,2014-11-14,Excellent place to see,Singapore,0,0,1
4,2014-11-14,Still awesome but jet coaster.,Singapore,0,1,0
5,2014-11-14,Always good time,Singapore,0,0,1
5,2014-11-14,Great Day Out,Singapore,0,0,1
5,2014-11-14,Amazing \(^0^)/,Singapore,0,0,1
5,2014-11-14,Amazing place... Fun guaranteed,Singapore,0,0,1
5,2014-11-13,Must do with kids,Singapore,0,0,1
4,2014-11-13,Pick the right day - no queues!,Singapore,0,0,1
4,2014-11-13,Worthwile to go!,Singapore,0,0,1
5,2014-11-13,Amazing!,Singapore,0,0,1
5,2014-11-13,Best theme park in South-east Asia,Singapore,0,0,1
5,2014-11-13,Great for everyone,Singapore,0,0,1
5,2014-11-13,Great experience!,Singapore,0,0,1
4,2014-11-13,universal studios at singapore,Singapore,0,1,0
4,2014-11-13,Wonderful theme park,Singapore,0,0,1
5,2014-11-13,A wonderful experience,Singapore,0,0,1
5,2014-11-13,Wonderful theme park although a bit on the small side,Singapore,0,0,1
5,2014-11-13,Entertainment for the whole day,Singapore,0,0,1
4,2014-11-12,Great fun. 5 hours well spent.,Singapore,0,0,1
4,2014-11-12,Universal Studios Singapore - Amazing infrastruture on Sentosa,Singapore,0,0,1
5,2014-11-12,Best of days,Singapore,0,0,1
4,2014-11-12,Good but definitely not 1st class,Singapore,0,0,1
4,2014-11-12,Thrills and Chills,Singapore,0,0,1
4,2014-11-11,Good park - just wanted it to be bigger!,Singapore,0,0,1
4,2014-11-11,Good fun but expensive,Singapore,0,1,0
5,2014-11-11,USS - 1st class must visit,Singapore,0,0,1
5,2014-11-11,Always so much fun,Singapore,0,0,1
3,2014-11-11,"Some great rides, but overall an expensive disappointment",Singapore,0,0,1
5,2014-11-11,excellent experience,Singapore,0,1,0
5,2014-11-11,Amazing experience,Singapore,0,0,1
5,2014-11-11,Best Time Ever,Singapore,0,1,0
4,2014-11-11,USS Tips,Singapore,0,0,1
4,2014-11-11,Great fun.,Singapore,0,0,1
5,2014-11-10,VIP Tour 7 STARS,Singapore,0,0,1
1,2014-11-10,Don't bother,Singapore,0,0,1
4,2014-11-10,Great for kids,Singapore,0,0,1
5,2014-11-10,Must visit!!,Singapore,0,0,1
5,2014-11-10,Great destination. worth spending a day,Singapore,0,0,1
5,2014-11-10,Massive theme park that must visit it,Singapore,0,1,0
4,2014-11-09,Very child friendly,Singapore,0,0,1
5,2014-11-09,Trip to Universal Studio Singapore,Singapore,0,0,1
3,2014-11-08,Good for what it is...,Singapore,0,0,1
5,2014-11-07,Fantastic attraction for all the family,Singapore,0,0,1
5,2014-11-07,Best fun place I've ever been to,Singapore,0,0,1
5,2014-11-07,"Universal Studios, Singapore",Singapore,0,0,1
4,2014-11-07,USS is a must in SG,Singapore,0,0,1
5,2014-11-07,Kiddies' kingdom!,Singapore,0,0,1
4,2014-11-07,my first international theme park,Singapore,0,0,1
5,2014-11-07,Complete Package,Singapore,0,0,1
3,2014-11-07,Average,Singapore,1,0,0
4,2014-11-06,good for a day out,Singapore,0,0,1
5,2014-11-06,A fun place for the entire family,Singapore,0,0,1
5,2014-11-06,the VIP tour,Singapore,0,0,1
4,2014-11-06,Nice Theme Park in Singapore,Singapore,0,0,1
5,2014-11-06,Must visit place if you come to sentosa!,Singapore,0,0,1
4,2014-11-06,Great place to bring the kids (and those who are kids at heart),Singapore,0,1,0
5,2014-11-06,A fun day,Singapore,0,0,1
5,2014-11-06,Wonderful and worth your money,Singapore,0,0,1
5,2014-11-05,A trip that will leave you spell bound !,Singapore,0,0,1
4,2014-11-05,Fun! Hot! and waiting time too long!,Singapore,0,1,0
2,2014-11-05,in transition,Singapore,0,0,1
4,2014-11-05,Transformers!,Singapore,0,0,1
5,2014-11-04,Must Visit!!!,Singapore,0,0,1
5,2014-11-04,Worth the $$$ (Muslim friendly),Singapore,1,0,0
4,2014-11-04,"Great day trip, but look out for the street show timings",Singapore,0,0,1
5,2014-11-04,Must visit for everyone,Singapore,0,0,1
4,2014-11-04,Amazing theme park in Singapore!,Singapore,0,0,1
5,2014-11-04,Must visit attraction on your SG trip,Singapore,0,0,1
5,2014-11-04,Super fun destination....,Singapore,0,0,1
4,2014-11-04,Worth to visit,Singapore,0,0,1
5,2014-11-04,Fun Family time,Singapore,0,0,1
5,2014-11-04,Freakish Fun for Halloween!!,Singapore,0,0,1
5,2014-11-04,gogogo,Singapore,0,1,0
4,2014-11-03,GOOD ENTERTAINMENT,Singapore,0,0,1
5,2014-11-03,theme park par excellence...,Singapore,0,0,1
4,2014-11-03,universal,Singapore,0,0,1
5,2014-11-03,Super cool :),Singapore,0,0,1
3,2014-11-03,Nothing Special.,Singapore,0,0,1
3,2014-11-02,It's ok.,Singapore,0,0,1
3,2014-11-01,Average for young kids,Singapore,0,0,1
2,2014-11-01,Horror Nite 4 at Universal Studios Singapore,Singapore,1,0,0
5,2014-11-01,WOW!,Singapore,0,0,1
5,2014-11-01,Must Visit for Kids & Adults Alike,Singapore,0,0,1
5,2014-11-01,Must visit place,Singapore,0,0,1
5,2014-11-01,Marvellous!,Singapore,0,1,0
4,2014-10-31,Couple it with the Transformers exhibition at SSC,Singapore,0,0,1
4,2014-10-31,Expected more...,Singapore,0,0,1
5,2014-10-31,Family Fun,Singapore,0,0,1
5,2014-10-31,worth going !!! full day entertainment,Singapore,0,0,1
5,2014-10-31,Best place in Singapore as per me,Singapore,0,0,1
3,2014-10-31,Universal Rides,Singapore,1,0,0
4,2014-10-30,Best place to visit with family.,Singapore,0,0,1
5,2014-10-30,Fun and worth the money!,Singapore,0,0,1
5,2014-10-30,WOW place,Singapore,0,0,1
5,2014-10-30,Absolutely awesome,Singapore,0,0,1
3,2014-10-30,Horror Nite 4 at Universal Studios Singapore,Singapore,1,0,0
5,2014-10-29,Amazing place,Singapore,0,0,1
4,2014-10-29,Small but cosy,Singapore,0,1,0
1,2014-10-29,Don't waste your time,Singapore,0,0,1
5,2014-10-28,Our Children are having fun!,Singapore,0,0,1
4,2014-10-28,Amazing destination with family,Singapore,0,0,1
5,2014-10-28,"Amazing, best place to visit in Singapore",Singapore,0,0,1
5,2014-10-28,Go for Universal Express,Singapore,0,0,1
4,2014-10-28,Worth visiting,Singapore,0,0,1
5,2014-10-28,Amazing is actually too small a word for our experience!,Singapore,0,0,1
4,2014-10-28,still worth a visit,Singapore,0,0,1
1,2014-10-28,Great for kids,Singapore,0,1,0
3,2014-10-28,Its OK but not as good as the USA,Singapore,0,1,0
4,2014-10-28,Value for money,Singapore,0,1,0
5,2014-10-27,Expensive but worth it,Singapore,0,0,1
5,2014-10-27,Great if you time the crowds,Singapore,0,1,0
3,2014-10-27,More for young children than adults,Singapore,0,1,0
5,2014-10-27,Fantastic rides! Very helpful attendants,Singapore,0,0,1
5,2014-10-27,AWESOME to the max!!,Singapore,0,0,1
5,2014-10-26,Transformers and the Mummy!,Singapore,0,0,1
4,2014-10-26,Lines are too long but still worth a wait,Singapore,0,0,1
5,2014-10-26,Best ever,Singapore,0,0,1
5,2014-10-26,A short getaway to Universal Studios Singapore,Singapore,0,0,1
4,2014-10-25,A fun place,Singapore,0,0,1
5,2014-10-25,Speechless! It's just amazing (2011-2014),Singapore,0,0,1
4,2014-10-25,Nice for kids and adults,Singapore,0,0,1
4,2014-10-25,Great fun,Singapore,0,0,1
4,2014-10-24,"Nice, but small",Singapore,0,0,1
5,2014-10-24,Kids lived it,Singapore,0,0,1
3,2014-10-24,Average Experience,Singapore,0,1,0
4,2014-10-24,Awesome!,Singapore,0,0,1
3,2014-10-23,"same ol, same ol...",Singapore,0,0,1
5,2014-10-23,Amazing Place,Singapore,0,1,0
3,2014-10-23,Nothing special,Singapore,0,1,0
4,2014-10-23,Great day out,Singapore,0,1,0
5,2014-10-23,Great fun!!!! for young kids,Singapore,0,0,1
5,2014-10-23,USS,Singapore,0,0,1
5,2014-10-22,"If you go to SG, this is one of the ""must go"" list",Singapore,0,0,1
4,2014-10-22,High Pricing,Singapore,0,1,0
5,2014-10-22,a brilliant day out.,Singapore,0,1,0
4,2014-10-22,"Great fun, smaller than I expected",Singapore,0,0,1
5,2014-10-22,Transformer!,Singapore,0,0,1
5,2014-10-22,FANTASTIC PLACE!,Singapore,0,0,1
5,2014-10-21,A Fun Fun Fun day ! Great park....,Singapore,0,0,1
5,2014-10-21,Guest services,Singapore,0,1,0
4,2014-10-21,long Q at weekends,Singapore,0,1,0
4,2014-10-21,Great place to have fun,Singapore,0,0,1
4,2014-10-20,"Many visits, kids love it",Singapore,0,0,1
4,2014-10-20,Universal Studios,Singapore,0,0,1
4,2014-10-20,Small but fun,Singapore,0,0,1
5,2014-10-20,Unexpectedly brilliant - a great day out!,Singapore,0,0,1
5,2014-10-19,Fantastic,Singapore,0,0,1
5,2014-10-19,Fun time!,Singapore,0,0,1
4,2014-10-19,In awe of the settings & management,Singapore,0,0,1
4,2014-10-19,Fun......... all the way,Singapore,0,0,1
5,2014-10-19,A great day out for everyone!,Singapore,0,0,1
5,2014-10-19,Great day at universal,Singapore,0,0,1
5,2014-10-18,SO MUCH FUN - TOTALLY RECOMMEND,Singapore,0,0,1
5,2014-10-18,If you do nothing else go on the Transformers ride!,Singapore,0,0,1
3,2014-10-17,Mummy ride saved the day,Singapore,0,0,1
5,2014-10-17,Great place,Singapore,1,0,0
4,2014-10-17,Too Crowded but Good Trip,Singapore,1,0,0
3,2014-10-17,"Overpriced, but should go once",Singapore,0,0,1
4,2014-10-16,"Very good, I thought it would be bigger.",Singapore,0,0,1
5,2014-10-16,We enjoyed our family day,Singapore,0,0,1
5,2014-10-16,Memorable and best day of my trip,Singapore,0,0,1
4,2014-10-16,Time well spent!,Singapore,0,0,1
4,2014-10-15,Memorable Halloween Experience,Singapore,1,0,0
5,2014-10-15,Great experiance on wolrd class standard theme park,Singapore,0,0,1
5,2014-10-15,The best ever experience,Singapore,0,0,1
4,2014-10-15,"Fun, not crazy rides everywhere like crazy",Singapore,0,0,1
4,2014-10-15,Really fun but doesn't need whole day to enjoy,Singapore,0,0,1
4,2014-10-14,A good experience,Singapore,0,1,0
2,2014-10-14,Pass on this,Singapore,0,1,0
5,2014-10-14,Sentosa theme park,Singapore,0,1,0
5,2014-10-14,A Day with Awesome Friends,Singapore,0,0,1
5,2014-10-14,Full day adventure,Singapore,0,0,1
4,2014-10-14,LOVELY EXCITING PLACE,Singapore,0,0,1
3,2014-10-14,just ok!!!!! not must !!,Singapore,0,0,1
4,2014-10-14,Lots of Fun at the Studios!,Singapore,0,0,1
5,2014-10-14,Fun day with the kids,Singapore,0,0,1
5,2014-10-14,"A really great family day out, even with small kids! Read my review for IMPORTANT tips :)",Singapore,0,0,1
4,2014-10-14,Universal Studios,Singapore,0,0,1
4,2014-10-13,Great,Singapore,0,0,1
5,2014-10-13,Small but perfectly formed,Singapore,0,0,1
5,2014-10-13,Excellent!!!,Singapore,0,0,1
5,2014-10-13,Best ever!,Singapore,0,0,1
4,2014-10-13,Lots of FUN!!,Singapore,0,0,1
4,2014-10-13,A Fun Day Out,Singapore,0,0,1
4,2014-10-12,Great day out,Singapore,0,0,1
5,2014-10-12,A fun day out,Singapore,0,0,1
5,2014-10-12,Superb!!!,Singapore,0,0,1
5,2014-10-11,wow dont miss Transformers and Mummy Ride,Singapore,0,0,1
4,2014-10-11,Great 1 dat outing at Universal Studio,Singapore,0,0,1
3,2014-10-11,Underwhelming and over-priced,Singapore,0,0,1
5,2014-10-11,Must visit,Singapore,0,0,1
3,2014-10-11,A bit of a disappointment!!,Singapore,0,0,1
4,2014-10-11,enjoyable visit,Singapore,0,0,1
5,2014-10-10,The best thing in Sentosa,Singapore,0,0,1
4,2014-10-10,Excellent dayout for the kids,Singapore,0,0,1
4,2014-10-10,Great attraction,Singapore,0,0,1
2,2014-10-10,"Doesn't come close to the ones in the US, and is even more expensive!!!!",Singapore,0,0,1
5,2014-10-10,Fun place,Singapore,0,0,1
5,2014-10-09,FUN FUN FUN,Singapore,0,1,0
5,2014-10-09,"Universal Studios, Sentosa Island",Singapore,0,0,1
4,2014-10-09,Good fun but kicked out early,Singapore,0,0,1
4,2014-10-09,TAKE THE EXPRESS TRAIN!!,Singapore,0,0,1
4,2014-10-08,Great day out,Singapore,0,0,1
3,2014-10-08,Universal Studios,Singapore,0,0,1
5,2014-10-08,Funfrolic place for kids n all,Singapore,0,0,1
5,2014-10-08,superb.....!!!!!!!!!!!,Singapore,0,0,1
5,2014-10-08,An Experience. Worth Visit,Singapore,0,0,1
1,2014-10-08,Not value for money,Singapore,0,0,1
5,2014-10-08,"Fun, Fun, Fun....",Singapore,0,0,1
4,2014-10-07,"Great day, be prepared to line up for everything!",Singapore,0,0,1
1,2014-10-07,Made to feel like a second class citizen,Singapore,0,0,1
4,2014-10-07,Kids love it,Singapore,0,0,1
5,2014-10-07,Really a great experience.,Singapore,1,0,0
3,2014-10-07,universal studios just,Singapore,0,1,0
5,2014-10-07,Excellent Day Out!,Singapore,0,0,1
5,2014-10-06,Well done. Can't get better than this for a family,Singapore,0,0,1
3,2014-10-06,Nothing much if its not your first time there,Singapore,0,0,1
4,2014-10-05,Really a great experience USS Rocks .......,Singapore,0,0,1
5,2014-10-05,family escapade 2013,Singapore,0,0,1
3,2014-10-05,Thought it would be better,Singapore,0,0,1
3,2014-10-04,Overcrowded....get an express pass...and watch out for getting ripped off at stalls.,Singapore,1,0,0
3,2014-10-04,Had Fun!,Singapore,0,0,1
1,2014-10-04,Not the best,Singapore,0,0,1
4,2014-10-04,Great fun,Singapore,0,0,1
5,2014-10-04,Movie magic!,Singapore,0,0,1
5,2014-10-03,AWESOME!,Singapore,0,0,1
2,2014-10-03,Save your money,Singapore,1,0,0
2,2014-10-03,Too small and everything was broken,Singapore,1,0,0
2,2014-10-03,Don't waste your money!,Singapore,1,0,0
5,2014-10-02,Great Time......!!!,Singapore,0,0,1
5,2014-10-02,Fantastic,Singapore,0,0,1
4,2014-10-02,family fun,Singapore,0,0,1
5,2014-10-02,สนุกสุดๆ คุ้มค่ากับราคาตั๋วมากๆ,Singapore,0,1,0
5,2014-10-02,must PLAN very well,Singapore,0,0,1
5,2014-10-02,Unleased the child in me! :),Singapore,0,1,0
4,2014-10-01,fantasy land!!,Singapore,0,0,1
4,2014-10-01,A must visit movie theme park.,Singapore,0,0,1
5,2014-10-01,Great Time,Singapore,0,0,1
4,2014-10-01,Love Jurassic Park!,Singapore,0,0,1
4,2014-10-01,Good park,Singapore,0,0,1
5,2014-09-30,Be a kid again ....,Singapore,0,0,1
5,2014-09-30,Have a Fun Day,Singapore,0,0,1
5,2014-09-30,Best place for families,Singapore,0,0,1
5,2014-09-30,Amazing,Singapore,0,0,1
4,2014-09-30,Great theme park,Singapore,0,0,1
5,2014-09-30,Must do whilst in Singapore,Singapore,0,0,1
3,2014-09-30,Good but...,Singapore,0,0,1
3,2014-09-29,Good but not great......,Singapore,1,0,0
5,2014-09-29,Happy Kid!,Singapore,0,0,1
5,2014-09-29,Best so far for me,Singapore,0,0,1
5,2014-09-29,whoe day needed,Singapore,0,1,0
3,2014-09-29,A bit disappointing,Singapore,0,0,1
4,2014-09-29,Cool Park,Singapore,0,0,1
4,2014-09-29,"Great place, enjoyable rides",Singapore,0,0,1
5,2014-09-28,We had an awesome time,Singapore,0,0,1
3,2014-09-28,Lacking in rides,Singapore,0,0,1
3,2014-09-28,Not worth the Buck!,Singapore,0,0,1
5,2014-09-28,World class theme park,Singapore,0,0,1
3,2014-09-27,Nothing special,Singapore,0,0,1
5,2014-09-27,Exciting way to spend a day,Singapore,0,0,1
4,2014-09-27,Average for the attractions but excellent for the services of the staff,Singapore,0,0,1
5,2014-09-26,Great day out,Singapore,0,1,0
3,2014-09-26,Not as good as Universal in Florida,Singapore,0,1,0
5,2014-09-26,"A Must Visit...“Excellent, Exxxciting, Energizing & Exhilarating",Singapore,0,0,1
3,2014-09-25,Expensive and crowded,Singapore,0,0,1
5,2014-09-25,"Excellent, Exxxciting & Energizing",Singapore,0,0,1
4,2014-09-25,A good day out,Singapore,0,0,1
1,2014-09-25,Universal - not what you expect,Singapore,1,0,0
5,2014-09-25,Had a hell of a time,Singapore,0,0,1
4,2014-09-25,Great for a half day outing,Singapore,0,0,1
5,2014-09-25,The VIP tour was great,Singapore,0,0,1
4,2014-09-25,Gud gud place,Singapore,1,0,0
4,2014-09-25,"Great rides, but can't be compared to Disneyland",Singapore,0,0,1
5,2014-09-24,Awesome theme park,Singapore,0,0,1
5,2014-09-24,Worth the 4D experience,Singapore,0,0,1
4,2014-09-24,Jewel of Sentosa Island,Singapore,0,0,1
4,2014-09-24,Great Day in a Great Park...Beware for attraction closures,Singapore,0,0,1
5,2014-09-24,Entertaining place!,Singapore,0,0,1
5,2014-09-24,fun fun fun!,Singapore,0,0,1
4,2014-09-23,Allan,Singapore,0,0,1
5,2014-09-23,Can't afford to miss this place,Singapore,0,1,0
5,2014-09-23,Excellent,Singapore,0,0,1
3,2014-09-23,Good,Singapore,0,0,1
5,2014-09-23,Good place to spend time,Singapore,0,0,1
4,2014-09-22,family trip,Singapore,0,0,1
4,2014-09-22,Two main coasters not in action!,Singapore,0,0,1
4,2014-09-22,Fun to be had,Singapore,0,0,1
4,2014-09-22,Good,Singapore,0,0,1
3,2014-09-21,Fun Family Day,Singapore,0,0,1
5,2014-09-21,Small yet fun,Singapore,0,0,1
5,2014-09-21,Suitable for young kids and family,Singapore,0,1,0
3,2014-09-21,Great Day Out!,Singapore,0,0,1
4,2014-09-21,Graet time,Singapore,0,0,1
3,2014-09-20,Small and long lines,Singapore,0,0,1
4,2014-09-20,come back to childhood :),Singapore,0,0,1
5,2014-09-20,3rd times visit this places and my childrens still won't to leave,Singapore,0,0,1
5,2014-09-20,Fun for kids,Singapore,0,0,1
3,2014-09-19,Disappointment,Singapore,0,1,0
5,2014-09-19,"Fun Filled Day.,,.,.,.",Singapore,0,0,1
5,2014-09-19,The best of singapore,Singapore,0,0,1
2,2014-09-19,Disappointing,Singapore,0,0,1
5,2014-09-19,a kid again,Singapore,0,0,1
4,2014-09-19,Fun but small in size,Singapore,0,0,1
4,2014-09-19,Fun fun fun,Singapore,0,0,1
5,2014-09-19,Fun and Exciting!,Singapore,0,0,1
3,2014-09-19,More suited for older kids,Singapore,0,0,1
4,2014-09-19,Don't be expecting the Florida Park,Singapore,0,0,1
5,2014-09-18,A short visit,Singapore,0,0,1
5,2014-09-18,Wonderful!,Singapore,0,0,1
5,2014-09-18,fun-packed full day!,Singapore,0,0,1
4,2014-09-18,Awesome ...,Singapore,0,0,1
4,2014-09-18,A memorable fun filled day,Singapore,0,0,1
4,2014-09-17,visit to santosa- universal kingdom,Singapore,0,1,0
5,2014-09-17,Awesome time,Singapore,0,0,1
4,2014-09-17,A thrill to be at but quite small,Singapore,0,0,1
5,2014-09-17,An awesome day in movie land of adventure,Singapore,0,0,1
5,2014-09-17,Best for roller coaster adventures,Singapore,0,0,1
5,2014-09-17,Universally must!!,Singapore,0,0,1
3,2014-09-17,Overpriced and needs refurbishment,Singapore,0,0,1
5,2014-09-16,Good Attraction!,Singapore,0,0,1
3,2014-09-16,OK for a Weekday Visit with Good Mates,Singapore,0,0,1
5,2014-09-16,Great family experience,Singapore,0,0,1
5,2014-09-16,A place you must visit in Spore!,Singapore,0,0,1
4,2014-09-16,Fun for the family,Singapore,0,0,1
5,2014-09-16,A have to visit in Singapore,Singapore,0,0,1
4,2014-09-16,Just like Florida,Singapore,0,0,1
5,2014-09-16,Universal Studios Singapore,Singapore,0,0,1
2,2014-09-16,Only Good If your 5 Years Old!!,Singapore,0,0,1
2,2014-09-16,Not what its cracked up to be!,Singapore,1,0,0
5,2014-09-14,Awesome,Singapore,0,0,1
5,2014-09-14,The best place in Singapore!,Singapore,0,0,1
5,2014-09-14,AWESOME PLACE...,Singapore,0,0,1
4,2014-09-14,Fantastic....but long queues!,Singapore,0,0,1
1,2014-09-14,Don't go there in Public Holiday,Singapore,1,0,0
4,2014-09-14,Great Family Fun,Singapore,0,0,1
3,2014-09-14,It is just business,Singapore,0,0,1
2,2014-09-12,"I thought i was going to get my mind blow, failed",Singapore,0,1,0
4,2014-09-11,Fun Place,Singapore,0,0,1
5,2014-09-11,Totally Amazing!,Singapore,0,0,1
5,2014-09-11,Missed this Gem for so long!,Singapore,0,0,1
4,2014-09-11,Early start is best,Singapore,0,0,1
4,2014-09-11,Expensive but fun,Singapore,0,1,0
4,2014-09-11,Great atmosphere,Singapore,0,0,1
5,2014-09-11,Brilliant day out,Singapore,0,0,1
2,2014-09-11,"Small, overpriced.",Singapore,0,0,1
4,2014-09-10,Good day trip,Singapore,0,0,1
5,2014-09-10,Fun way to spend the day,Singapore,0,0,1
4,2014-09-10,:),Singapore,0,0,1
4,2014-09-09,Good Place to Visit Once,Singapore,0,0,1
5,2014-09-09,Kids loved it,Singapore,0,0,1
5,2014-09-09,"Exhilaration, fun & thrill! Must-do for young kids",Singapore,1,0,0
3,2014-09-09,Not our luckiest day,Singapore,0,0,1
5,2014-09-08,"“A Must Visit, One of the Best”",Singapore,0,0,1
4,2014-09-08,Escape to a different world,Singapore,0,0,1
5,2014-09-07,Do You Know?,Singapore,0,0,1
5,2014-09-07,Must go. The 1st place to go in SG,Singapore,0,0,1
3,2014-09-07,too busy,Singapore,0,1,0
5,2014-09-07,Excellent Rides!,Singapore,0,0,1
5,2014-09-07,"A must to visit, One of the Best",Singapore,0,0,1
5,2014-09-06,Resorts World Universasl Sudios and Casino,Singapore,0,1,0
5,2014-09-06,Really Nice,Singapore,0,0,1
5,2014-09-06,A must visit place in Singapore,Singapore,0,0,1
5,2014-09-05,The best amusement I've ever been!!!,Singapore,0,0,1
5,2014-09-05,"Loved it, a must visit",Singapore,0,0,1
4,2014-09-05,Fun for kids n the whole family,Singapore,0,0,1
4,2014-09-05,Small! But still a fun place!,Singapore,0,0,1
4,2014-09-05,Enjoyable,Singapore,0,0,1
5,2014-09-04,transformer ride !! awesome,Singapore,0,0,1
3,2014-09-04,Dismayed and same.,Singapore,0,0,1
5,2014-09-04,This Universal Studio is small enough and perfect for family with young kids,Singapore,0,0,1
4,2014-09-04,thrilling experiance for kids and adults alike,Singapore,0,0,1
5,2014-09-04,Best entertaining experience ever,Singapore,0,0,1
5,2014-09-04,"A ""must visit"" place of fantasy and wonder! WOW!!",Singapore,0,0,1
3,2014-09-03,Crowded,Singapore,0,0,1
5,2014-09-03,Mesmerizing.,Singapore,0,0,1
4,2014-09-03,Amazing!,Singapore,0,0,1
5,2014-09-03,"Good, but only if you avoid weekends and holidays!!",Singapore,0,0,1
5,2014-09-03,amazing!!!,Singapore,0,0,1
5,2014-09-03,Awesome,Singapore,0,0,1
5,2014-09-03,Great Fun,Singapore,0,1,0
5,2014-09-03,Nice Theme Park,Singapore,0,0,1
4,2014-09-03,Awesome time spent in Universal Studios !,Singapore,0,0,1
4,2014-09-03,Universal Studios Singapore,Singapore,0,0,1
4,2014-09-02,"USS, good family outing",Singapore,0,0,1
5,2014-09-02,awesome rides,Singapore,0,0,1
5,2014-09-02,Universal Studios Singapore,Singapore,1,0,0
5,2014-09-02,"Universal Studios, Singapore",Singapore,0,0,1
5,2014-09-02,Fantastic fun!,Singapore,0,0,1
5,2014-09-02,Great one day outing,Singapore,0,0,1
5,2014-09-02,Terrific FamilyFun,Singapore,0,0,1
4,2014-09-02,Best to visit in Sentosa,Singapore,0,0,1
5,2014-09-02,Amazing places for 100% fun,Singapore,0,0,1
3,2014-09-02,It's okay but ....,Singapore,0,0,1
5,2014-09-02,Great!!!,Singapore,0,0,1
5,2014-09-02,So So much FUN,Singapore,0,0,1
5,2014-09-02,Amusement park,Singapore,0,0,1
4,2014-09-02,Never too old,Singapore,0,0,1
4,2014-09-02,Autobots..Transform and roll out..in 4D style!!!,Singapore,0,0,1
5,2014-09-01,universal Thrill,Singapore,0,1,0
4,2014-09-01,great rides,Singapore,0,0,1
